,title,location,ppp_number,price
575,DIJUAL RUMAH DI TAMBAK SARI,lebak permai 2 no 7,PPP Number : OXMFB-00000065,"IDR 1,100,000,000"
576,600JT-AN 2 LANTAI! RUMAH BARU GUNUNG ANY...,Gunung Anyar,PPP Number : OXMEC-00003228,"IDR 655,000,000"
577,DIJUAL RUMAH WONOREJO RUNGKUT,green lake,PPP Number : OXMTP-00008393,"IDR 650,000,000"
578,DI JUAL RUMAH SIMOMAGEREJO SUKOMANUNGGAL...,simomagerejo sukomanunggal surabaya,PPP Number : OXMBL-00001289,"IDR 750,000,000"
579,DIJUAL RUMAH WIGUNA TENGAH,Wiguna Tengah Regency,PPP Number : OXMTP-00008391,"IDR 1,400,000,000"
580,DIJUAL RUMAH PANTAI MENTARI SURABAYA RON...,PANTAI MENTARI,PPP Number : OXMTG-00002444,"IDR 1,300,000,000"
581,DIJUAL RUMAH KARANG EMPAT LEBAR 8 ROW 2M...,karang empat,PPP Number : OXMHR-00000792,"IDR 1,500,000,000"
582,JUAL RUMAH PONDOK MARITIM INDAH,Pondok Maritim Indah,PPP Number : OXMNC-00002413,"IDR 1,400,000,000"
583,DIJUAL RUMAH PERUM YKP GRIYA PESONA ASRI...,GRIYA PESONA ASRI MEDAYU,PPP Number : OXMTG-00002440,"IDR 775,000,000"
584,HUNIAN NYAMAN BABATAN INDAH STRATEGIS SB...,Babatan Indah,PPP Number : OXMCI-00003234,"IDR 750,000,000"
585,RUMAH BABATAN PRATAMA HUNIAN NYAMAN SBY ...,Babatan Pratama,PPP Number : OXMCI-00003233,"IDR 1,500,000,000"
586,RUMAH WIYUNG LINGKUNGAN NYAMAN HARGA NEG...,Wiyung,PPP Number : OXMCI-00003229,"IDR 600,000,000"
587,DIJUAL CEPAT RUMAH SURABAYA BARAT HARGA ...,simogunung kramat,PPP Number : OXMDP-00000589,"IDR 800,000,000"
588,DIJUAL CEPAT GREEN LAKE NATURAL LIVING (...,Green lake natural living,PPP Number : OXMTP-00008371,"IDR 900,000,000"
589,DIJUAL RUMAH SUKOLILO PARK REGENCY SURAB...,SUKOLILO PARK REGENCY,PPP Number : OXMTG-00002435,"IDR 1,200,000,000"
590,DIJUAL RUMAH MEDAYU UTARA SURABAYA RON.A...,MEDAYU UTARA,PPP Number : OXMTG-00002434,"IDR 725,000,000"
591,DIJUAL RUMAH KOS GUBENG KERTAJAYA SURABA...,GUBENG KERTAJAYA,PPP Number : OXMTG-00002431,"IDR 1,400,000,000"
592,RUMAH BABATAN INDAH LINGKUNGAN NYAMAN SB...,Babatan Indah,PPP Number : OXMCI-00003227,"IDR 1,200,000,000"
593,RUMAH KOMERSIAL STRATEGIS DI RAYA DARMO ...,Jl. Raya Darmo,PPP Number : OXMDR-00001286,"IDR 1,000,000,000"
594,DI JUAL RUMAH GUNUNGSARI INDAH SURABAYA,Gunungsari indah surabaya,PPP Number : OXMBL-00001275,"IDR 870,000,000"
595,DI JUAL RUMAH KARANG ASEM SURABAYA,Karang asem surabaya,PPP Number : OXMBL-00001272,"IDR 875,000,000"
596,DI JUAL RUMAH GRAHA SUNAN AMPEL SURABAYA,GRAHA sunan ampel surabaya,PPP Number : OXMBL-00001265,"IDR 1,400,000,000"
597,DIJUAL RUMAH PERUM TAMAN GUNUNG ANYAR SU...,TAMAN GUNUNG ANYAR,PPP Number : OXMTG-00002427,"IDR 600,000,000"
598,DIJUAL RUMAH WIGUNA SELATAN SURABAYA RON...,WIGUNA  SELATAN,PPP Number : OXMTG-00002425,"IDR 999,000,000"
599,DIJUAL RUMAH BRATANG GEDE.,Bratang Gede.,PPP Number : OXMMJ-00003296,"IDR 1,500,000,000"
600,PROPERTY RUMAH RUNGKUT MENANGGAL HARAPAN...,Rungkut menanggal harapan,PPP Number : OXMTP-00008317,"IDR 1,400,000,000"
601,RUMAH RUMGKUT MENGGAL HARAPAN SURABAYA T...,Rungkut menanggal harapan,PPP Number : OXMTP-00008316,"IDR 1,400,000,000"
602,RUMAH RUNGKUT MENANGGAL HARAPAN SURABAYA...,Rungkut menanggal harapan,PPP Number : OXMTP-00008307,"IDR 1,400,000,000"
603,DIJUAL RUMAH BARU 2 LT TERMURAH DI PERUM...,"Wiyung, Surabaya",PPP Number : OXMMJ-00003294,"IDR 1,250,000,000"
604,RUMAH MINIMALIS TAMBAK MEDOKAN AYU RUNGK...,Putra Bangsa,PPP Number : OXMPM-00003727,"IDR 850,000,000"
605,DI JUAL RUMAH BANYU URIP WETAN SURABAYA,Banyu Urip wetan surabaya,PPP Number : OXMBL-00001258,"IDR 700,000,000"
606,RUMAH HOOK 2 LANTAI BOULEVARD GRAND ALAN...,Boulevard Grand Alana,PPP Number : OXMTE-00001418,"IDR 1,175,000,000"
607,MURAH RUMAH BARU KARANG EMPAT STRATEGIS ...,karang empat,PPP Number : OXMVR-00001653,"IDR 1,450,000,000"
608,TERMURAH RUMAH BARU KALIJUDAN LUASAN 105...,kalijudan,PPP Number : OXMVR-00001652,"IDR 1,300,000,000"
609,DIJUAL RUMAH BARATAJAYA GUBENG SURABAYA ...,BARATAJAYA,PPP Number : OXMTG-00002416,"IDR 870,000,000"
610,DIJUAL RUMAH BENDUL MERISI SELATAN SURAB...,BENDUL MERISI,PPP Number : OXMTG-00002415,"IDR 1,150,000,000"
611,"DIJUAL RUMAH MURAH DEKAT BRIMOB, PERUMAH...",perumahan Citra Darmo jl Klakah Rejo,PPP Number : FSXMPN-00000299,"IDR 850,000,000"
612,DIJUAL RUMAH BRATANG WETAN GUBENG SURABA...,BRATANG WETAN,PPP Number : OXMTG-00002413,"IDR 1,300,000,000"
613,DIJUAL RUMAH DI PERUMAHAN GREEN LAKE MER...,GREEN LAKE,PPP Number : OXMTG-00002412,"IDR 1,400,000,000"
614,DIJUAL RUMAH PERUMAHAN SENTRA POINT GUNU...,SENTRA POINT GUNUNG ANYAR,PPP Number : OXMTG-00002410,"IDR 850,000,000"
615,DIJUAL RUMAH MURAH BARU GRESS GUNUNG ANY...,Gunung Anyar,PPP Number : OXMBL-00001253,"IDR 775,000,000"
616,RUMAH BARU SCANDAVIAN BARUK SISA 1 UNIT,baruk,PPP Number : OXMVR-00001650,"IDR 1,200,000,000"
617,DI JUAL RUMAH KARANGAN JAYA WIYUNG SURAB...,karangan jaya wiyung,PPP Number : OXMBL-00001249,"IDR 1,050,000,000"
618,JUAL RUMAH MINIMALIS  NORTHWEST PARK - C...,Northwest park Citraland utara Surabaya,PPP Number : OXMDP-00000578,"IDR 1,350,000,000"
619,DIJUAL RUMAH 2 UNIT RUNGKUT MAPAN SURABA...,RUNGKUT MAPAN,PPP Number : OXMTG-00002400,"IDR 1,350,000,000"
620,DIJUAL RUMAH WONOREJO TIMUR RUNGKUT SURA...,WONOREJO TIMUR,PPP Number : OXMTG-00002399,"IDR 1,500,000,000"
621,DIJUAL RUMAH SEMOLOWARU TENGAH SURABAYA ...,SEMOLOWARU TENGAH,PPP Number : OXMTG-00002396,"IDR 1,500,000,000"
622,MURAH BARU GRESS RUMAH PLOSO MINIMALIS M...,ploso,PPP Number : OXMVR-00001647,"IDR 1,400,000,000"
623,RUMAH MINIMALIS PLOSO LEBAR 6 DEKAT JALA...,ploso,PPP Number : OXMVR-00001646,"IDR 1,495,000,000"
624,RUMAH LAMA PLOSO LEBAR 9 DEKAT JALANAN S...,ploso,PPP Number : OXMVR-00001645,"IDR 1,500,000,000"
625,"RUMAH LAMA PLOSO HITUNG MURAH LEBAR 6,5 ...",ploso,PPP Number : OXMVR-00001644,"IDR 1,450,000,000"
626,"RUMAH KALIJUDAN BANGUNAN 2,5LANTAI DENGA...",Kalijudan,PPP Number : OXMVR-00001637,"IDR 1,375,000,000"
627,TERMURAH RUMAH BARU KALIJUDAN LUASAN 105...,kalijudan,PPP Number : OXMVR-00001636,"IDR 1,300,000,000"
628,MURAH LUASAN 100 RUMAH 1LANTAI KARANG AS...,Karang asem,PPP Number : OXMVR-00001635,"IDR 950,000,000"
629,GRIYO MAPAN SENTOSA,GRIYO MAPAN SENTOSA,PPP Number : OXMNC-00002388,"IDR 925,000,000"
630,PALING MURAH RUMAH BARU KARANG EMPAT LEB...,Karang empat,PPP Number : OXMVR-00001634,"IDR 1,250,000,000"
631,BU !! JUAL CEPAT !! RUMAH BENDUL MERISI ...,Bendul Merisi,PPP Number : OXMTP-00008265,"IDR 1,300,000,000"
632,RUMAH BARU MINIMALIS SUTOREJO MURAH 2LAN...,sutorejo,PPP Number : OXMVR-00001621,"IDR 1,350,000,000"
633,RUMAH LAMA SUTOREJO HITUNG MURAH LEBAR 8...,sutorejo,PPP Number : OXMVR-00001620,"IDR 1,500,000,000"
634,RUMAH LAMA SUTOREJO LEBAR 8 BANGUNAN 1LA...,sutorejo,PPP Number : OXMVR-00001619,"IDR 1,350,000,000"
635,"DIJUAL RUMAH BAGUS DI CEMPEDAK, SURABAYA...",Jln Cempedak,PPP Number : FSXMTS-00001155,"IDR 950,000,000"
636,DIJUAL RUMAH PERUM BUMI PRATAMA ASRI GUN...,BUMI PRATAMA ASRI,PPP Number : OXMTG-00002393,"IDR 975,000,000"
637,DIJUAL RUMAH KARANG WISMO AIRLANGGA GUBE...,KARANG WISMO,PPP Number : OXMTG-00002390,"IDR 1,350,000,000"
638,JUAL RUMAH BARU RUNGKUT SURABAYA SELATAN...,Rungkut,PPP Number : OXMTP-00008259,"IDR 1,250,000,000"
639,FOR SALE LOKASI PONDOK NIRWANA SURABAYA,Pondok Nirwana,PPP Number : OXMTP-00008258,"IDR 1,500,000,000"
640,DIJUAL RUMAH PURI MAS GUNUNG ANYAR SURAB...,PURI MAS,PPP Number : OXMTG-00002379,"IDR 800,000,000"
641,DIJUAL RUMAH BENDUL MERISI SELATAN SURAB...,BENDUL MERISI SELATAN,PPP Number : OXMTG-00002376,"IDR 1,250,000,000"
642,DIJUAL 2 RUMAH JADI SATU WISMA INDAH GUN...,WISMA INDAH GUNUNG ANYAR,PPP Number : OXMTG-00002375,"IDR 1,500,000,000"
643,DIJUAL RUMAH GUNUNG ANYAR JAYA SAFIRA SU...,GUNUNG ANYAR JAYA SAFIRA,PPP Number : OXMTG-00002372,"IDR 800,000,000"
644,DIJUAL RUMAH WISATA SEMANGGI MANGROVE RU...,WISATA SEMANGGI MANGROVE,PPP Number : OXMTG-00002369,"IDR 980,000,000"
645,DIJUAL RUKO TENGGILIS MULYA SURABAYA RON...,TENGGILIS MULYA,PPP Number : OXMTG-00002367,"IDR 950,000,000"
646,DIJUAL RUMAH GRAND SIWALANKERTO SURABAYA...,GRAND SIWALANKERTO,PPP Number : OXMTG-00002366,"IDR 950,000,000"
647,DIJUAL RUMAH RUNGKUT MEJOYO SURABAYA RON...,RUNGKUT MEJOYO,PPP Number : OXMTG-00002365,"IDR 1,300,000,000"
648,DIJUAL RUMAH WONOREJO SELATAN SURABAYA R...,WONOREJO SELATAN,PPP Number : OXMTG-00002351,"IDR 880,000,000"
649,DIJUAL RUMAH BENDUL MERISI SURABAYA RON....,BENDUL MERISI,PPP Number : OXMTG-00002347,"IDR 1,500,000,000"
650,DIJUAL RUMAH BRONGGALAN SAWAH SURABAYA R...,BRONGGALAN SAWAH,PPP Number : OXMTG-00002345,"IDR 590,000,000"
651,DIJUAL RUMAH KOS MULYOSARI BARU SURABAYA...,MULYOSARI BARU,PPP Number : OXMTG-00002342,"IDR 1,500,000,000"
652,DIJUAL RUMAH PERUM TAMAN GUNUNG ANYAR SU...,TAMAN GUNUNG ANYAR,PPP Number : OXMTG-00002341,"IDR 800,000,000"
653,JUAL RUMAH JL. KANSER,Jl. Kanser,PPP Number : OXMNC-00002379,"IDR 800,000,000"
654,DIJUAL RUMAH SUKOLILO DIAN REGENCY SURAB...,SUKOLILO DIAN REGENCY,PPP Number : OXMTG-00002335,"IDR 1,400,000,000"
655,DIJUAL RUMAH PLOSO SURABAYA RON.A395,PLOSO,PPP Number : OXMTG-00002333,"IDR 1,250,000,000"
656,DIJUAL RUMAH BARU PUTRA BANGSA TAMBAK ME...,MEDOKAN AYU,PPP Number : OXMTG-00002322,"IDR 830,000,000"
657,DIJUAL CEPAT RUMAH BARU PLOSO LEBAR 6 ST...,ploso timur,PPP Number : OXMVR-00001610,"IDR 1,400,000,000"
658,DIJUAL RUMAH BARU GRESS KUALITAS BAGUS,Sutorejo Timur,PPP Number : OXMBL-00001233,"IDR 1,500,000,000"
659,MURAH RUMAH BARU LEBAK KAMAR 4 STRATEGIS...,Lebak,PPP Number : OXMVR-00001606,"IDR 1,450,000,000"
660,MURAH RUMAH LAMA BUTUH RENOV LEBAK DEKAT...,Lebak,PPP Number : OXMVR-00001604,"IDR 950,000,000"
661,RUMAH MURAH MULYOSARI 2LANTAI MINIMALIS ...,mulyosari,PPP Number : OXMVR-00001603,"IDR 1,250,000,000"
662,DI JUAL RUMAH PLOSO TIMUR SURABAYA,Ploso timur,PPP Number : OXMBL-00001226,"IDR 650,000,000"
663,DIJUAL RUMAH BARU GRESS MEDAYU UTARA SUR...,"Medayu utara, Surabaya.",PPP Number : OXMMJ-00003255,"IDR 525,000,000"
664,JUAL RUMAH JL. SIMO SIDOMULYO,Jl. Simo Sidomulyo,PPP Number : OXMNC-00002377,"IDR 950,000,000"
665,RUMAH NORTHWEST HILL CITRALAND 2LANTAI S...,Northwest hill,PPP Number : OXMTP-00008230,"IDR 1,300,000,000"
666,DIJUAL RUMAH GUBENG KERTAJAYA SURABAYA R...,GUBENG,PPP Number : OXMTG-00002309,"IDR 800,000,000"
667,DIJUAL RUMAH PURI CITRA RUNGKUT SURABAYA...,RUNGKUT,PPP Number : OXMTG-00002307,"IDR 920,000,000"
668,DIJUAL RUMAH WIGUNA TIMUR GUNUNG ANYAR S...,WIGUNA TIMUR,PPP Number : OXMTG-00002306,"IDR 995,000,000"
669,JUAL RUMAH MURAH SURABAYA,gunung anyar tambak,PPP Number : OXMDP-00000568,"IDR 700,000,000"
670,DIJUAL RUMAH PONDOK WIGUNA GUNUNG ANYAR ...,PONDOK WIGUNA,PPP Number : OXMTG-00002305,"IDR 1,500,000,000"
671,DIJUAL RUMAH KETINTANG BARAT INDAH SURAB...,KETINTANG BARAT INDAH,PPP Number : OXMTG-00002303,"IDR 875,000,000"
672,DIJUAL RUMAH PURI INDAH PANDUGO RUNGKUT ...,PURI INDAH PANDUGO,PPP Number : OXMTG-00002295,"IDR 1,300,000,000"
673,DIJUAL RUMAH WIGUNA SELATAN SURABAYA RON...,WIGUNA SELATAN,PPP Number : OXMTG-00002294,"IDR 825,000,000"
674,DIJUAL RUMAH GRAHA GUNUNG ANYAR SURABAYA...,GRAHA GUNUNG ANYAR,PPP Number : OXMTG-00002293,"IDR 1,400,000,000"
675,DIJUAL CEPAT & MURAH RUMAH BAGUS SUTOREJ...,sutorejo,PPP Number : OXMMG-00000701,"IDR 1,500,000,000"
676,DIJUAL CEPAT & MURAH RUMAH BAGUS SHM LEB...,lebak timur,PPP Number : OXMMG-00000697,"IDR 950,000,000"
677,DIJUAL RUMAH RUNGKUT HARAPAN SURABAYA RO...,RUNGKUT HARAPAN,PPP Number : OXMTG-00002286,"IDR 1,400,000,000"
678,DIJUAL RUMAH WIGUNA TENGAH SURABAYA RON....,WIGUNA TENGAH,PPP Number : OXMTG-00002279,"IDR 900,000,000"
679,DIJUAL RUMAH JOJORAN BARU GUBENG SURABAY...,JOJORAN BARU,PPP Number : OXMTG-00002278,"IDR 1,000,000,000"
680,DIJUAL RUMAH PANTAI MENTARI SURABAYA RON...,PANTAI MENTARI,PPP Number : OXMTG-00002276,"IDR 995,000,000"
681,DIJUAL RUMAH MEDAYU UTARA SURABAYA RON.A...,MEDAYU UTARA,PPP Number : OXMTG-00002264,"IDR 725,000,000"
682,JUAL RUMAH RAYA SAMBISARI,Raya Sambisari,PPP Number : OXMNC-00002372,"IDR 1,500,000,000"
683,DIJUAL RUMAH MEDAYU UTARA SURAYA RON.A32...,MEDAYU UTARA,PPP Number : OXMTG-00002256,"IDR 1,100,000,000"
684,DIJUAL RUMAH LEBAK JAYA TENGAH UTARA SUR...,LEBAK JAYA TENGAH,PPP Number : OXMTG-00002253,"IDR 1,450,000,000"
685,RUMAH BARU GRESS MINIMALIS DI KARANG ASE...,Karang Asem,PPP Number : OXMHR-00000789,"IDR 1,200,000,000"
686,DIJUAL RUMAH THE ROYAL PARK RESIDENCE GU...,THE ROYAL PARK RESIDENCE GUNUNG ANYAR,PPP Number : OXMTG-00002245,"IDR 1,500,000,000"
687,DIJUAL RUMAH GUBENG KERTAJAYA SURABAYA R...,GUBENG KERTAJAYA,PPP Number : OXMTG-00002235,"IDR 700,000,000"
688,DIJUAL RUMAH REGENCY ONE BABATAN PANTAI ...,REGENCY ONE BABATAN PANTAI,PPP Number : OXMTG-00002224,"IDR 998,000,000"
689,DIJUAL RUMAH GRIYA AMERTA MEDOKAN AYU RU...,GRIYA AMERTA MEDOKAN,PPP Number : OXMTG-00002222,"IDR 800,000,000"
690,DIJUAL RUMAH GRIYA PESONA ASRI RUNGKUT S...,GRIYA PESONA ASRI,PPP Number : OXMTG-00002219,"IDR 1,100,000,000"
691,DIJUAL RUMAH MULYOSARI TENGAH SURABAYA R...,MULYOSARI TENGAH,PPP Number : OXMTG-00002213,"IDR 1,500,000,000"
692,PROPERTY RUMAH KLAMPIS SEMOLO SIAP HUNI ...,Klampis semolo,PPP Number : OXMTP-00008222,"IDR 1,000,000,000"
693,DIJUAL RUMAH GRAND SEMANGGI RESIDENCE RU...,GRAND SEMANGGI RESIDENCE,PPP Number : OXMTG-00002211,"IDR 900,000,000"
694,PROPERTY RUMAH NEW GRESS MINIMALIS NORTH...,Northwest park,PPP Number : OXMTP-00008220,"IDR 1,500,000,000"
695,RUMAH NEW GRESS MINIMALIS NORTHWEST PARK...,Northwest park,PPP Number : OXMTP-00008217,"IDR 1,500,000,000"
696,RUMAH TERAWAT SIAP HUNI DI KLAMPIS SEMOL...,Klampis semolo,PPP Number : OXMTP-00008215,"IDR 1,000,000,000"
697,DIJUAL RUMAH BARU  DI GUNUNG ANYAR EMAS,Gunung Anyar,PPP Number : OXMMJ-00003245,"IDR 955,000,000"
698,RUMAH MINIMALIS NEW GRESS NORTHWEST PARK...,Northwest park,PPP Number : OXMTP-00008212,"IDR 1,500,000,000"
699,RUMAH TERAWAT KLAMPIS SEMOLO SUKOLILO SI...,Klampis semolo,PPP Number : OXMTP-00008210,"IDR 1,000,000,000"
700,DIJUAL RUMAH GRIYA SUTOREJO ASRI SURABAY...,GRIYA SUTOREJO ASRI,PPP Number : OXMTG-00002206,"IDR 1,195,000,000"
701,DIJUAL RUMAH SEMOLOWARU SELATAN SURABAYA...,SEMOLOWARU SELATAN,PPP Number : OXMTG-00002201,"IDR 1,300,000,000"
702,DI JUAL RUMAH MENANGGAL REGENCY SURABAYA,Menanggal regency,PPP Number : OXMBL-00001218,"IDR 1,500,000,000"
703,DI JUAL RUMAH TAMBAK MEDOKAN AYU SURABAY...,JALAN TAMBAK MEDOKAN ayu,PPP Number : OXMBL-00001212,"IDR 850,000,000"
704,DI JUAL RUMAH GUNUNGSARI INDAH SURABAYA,gunungsari indah,PPP Number : OXMBL-00001210,"IDR 1,350,000,000"
705,DI JUAL RUMAH KEBRAON TENGAH SURABAYA,Kebraon tengah,PPP Number : OXMBL-00001209,"IDR 700,000,000"
706,DI JUAL RUMAH JAMBANGAN SURABAYA,Jambangan,PPP Number : OXMBL-00001208,"IDR 900,000,000"
707,DIJUAL RUMAH SEMOLOWARU ELOK SURABAYA RO...,SEMOLOWARU ELOK,PPP Number : OXMTG-00002183,"IDR 1,500,000,000"
708,DIJUAL RUMAH NGAGEL MADYA SURABAYA RON.A...,NGAGEL MADYA,PPP Number : OXMTG-00002182,"IDR 1,300,000,000"
709,DIJUAL RUMAH SEMOLOWARU ELOK SURABAYA RO...,SEMOLOWARU ELOK,PPP Number : OXMTG-00002169,"IDR 1,400,000,000"
710,DIJUAL RUMAH SEMOLOWARU SURABAYA RON.A22...,SEMOLOWARU,PPP Number : OXMTG-00002164,"IDR 1,300,000,000"
711,DIJUAL  RUMAH 2 LANTAI GRAHA GREEN GARDE...,graha green garden,PPP Number : OXMMG-00000695,"IDR 1,300,000,000"
712,DIJUAL RUMAH MEDAYU UTARA SURABAYA RON.A...,MEDAYU UTARA,PPP Number : OXMTG-00002150,"IDR 1,000,000,000"
713,DIJUAL  RUMAH BARU 2 LANTAI KUTISARI UTA...,kutisari utara,PPP Number : OXMMG-00000687,"IDR 1,350,000,000"
714,DIJUAL RUMAH BARUK BARAT SIAP HUNI SURAB...,BARUK BARAT,PPP Number : OXMTG-00002144,"IDR 1,400,000,000"
715,DIJUAL RUMAH BARU GRAHA GUNUNG ANYAR TAM...,GUNUNG ANYAR TAMBAK,PPP Number : OXMTG-00002141,"IDR 1,250,000,000"
716,RUMAH SEMEMI JAYA HARGA HITUNG TANAH ROW...,Sememi Jaya,PPP Number : OXMCI-00003168,"IDR 1,400,000,000"
717,DIJUAL RUMAH BARU SIAP HUNI DI WIGUNA TE...,wiguna tengah,PPP Number : OXMHV-00000635,"IDR 775,000,000"
718,DIJUAL RUMAH BARU SIAP HUNI DI MEDAYU SE...,medayu selatan,PPP Number : OXMHV-00000634,"IDR 780,000,000"
719,JUAL CEPAT RUMAH SURABAYA BARAT,graha suryanata,PPP Number : OXMDP-00000555,"IDR 900,000,000"
720,ANGGREK RESIDENCE PRAPEN,PRAPEN,PPP Number : OXMNC-00002360,"IDR 1,400,000,000"
721,RUMAH BRONGGALAN SAWAH LOKASI STRATEGIS ...,Bronggalan Sawah,PPP Number : OXMCI-00003163,"IDR 570,000,000"
722,DIJUAL RUMAH BARU MEGA PERMAI RESIDENCE,perumahan mega permai residence,PPP Number : OXMMG-00000672,"IDR 700,000,000"
723,DIJUAL CEPAT RUMAH BARU 2 LANTAI KEPUTIH...,keputih,PPP Number : OXMMG-00000645,"IDR 1,350,000,000"
724,DIJUAL CEPAT & MURAH RUMAH HOOK RUNGKUT ...,rungkut mapan,PPP Number : OXMMG-00000642,"IDR 1,350,000,000"
725,DIJUAL CEPAT RUMAH BARU WISATA SEMANGGI ...,wisata semanggi,PPP Number : OXMMG-00000640,"IDR 1,047,056,000"
726,DIJUAL CEPAT & MURAH RUMAH LAMA HITUNG T...,Dukuh Kupang Timur XVIII,PPP Number : OXMDI-00001966,"IDR 1,100,000,000"
727,DIJUAL CEPAT & MURAH RUMAH BARU 2 LANTAI...,margorejo,PPP Number : OXMMG-00000621,"IDR 1,395,000,000"
728,DIJUAL CEPAT & MURAH RUMAH BARU 2 LANTAI...,rungkut barata,PPP Number : OXMMG-00000619,"IDR 1,250,000,000"
729,DIJUAL CEPAT MEWAH & MURAH RUMAH BARU JL...,jl. virgo tambaksari,PPP Number : OXMMG-00000618,"IDR 1,200,000,000"
730,DIJUAL RUMAH BARU GRESS MINIMALIS DI KUW...,Kuwukan Regency,PPP Number : OXMDI-00001963,"IDR 1,200,000,000"
731,DI JUAL RUMAH GADING ASRI WONOREJO RUNGK...,GADING asri wonorejo rungkut,PPP Number : OXMBL-00001189,"IDR 625,000,000"
732,DI JUAL RUNAH KALIJUDAN TARUNA SURABAYA,kalijudan taruna,PPP Number : OXMBL-00001187,"IDR 1,500,000,000"
733,MURAH RUMAH BRONGGALAN SAWAH SURABAYA TI...,Jl. Bronggalan Sawah,PPP Number : OXMDR-00001251,"IDR 550,000,000"
734,JUAL RUMAH PONDOK BENOWO INDAH,Pondok Benowo Indah,PPP Number : OXMNC-00002350,"IDR 550,000,000"
735,DIJUAL RUMAH BARU GRESS MINIMALIS DI PAN...,Penjaringan Timur,PPP Number : OXMHV-00000629,"IDR 1,300,000,000"
736,DIJUAL CEPAT RUMAH BAGUS MURAH LEBAK JAY...,lebak jaya,PPP Number : OXMMG-00000611,"IDR 500,000,000"
737,DIJUAL CEPAT & MURAH RUMAH BARU 2 LANTAI...,wono rungkut utara,PPP Number : OXMMG-00000610,"IDR 1,250,000,000"
738,DIJUAL CEPAT RUMAH SIAP HUNI WIGUNA SURA...,wiguna,PPP Number : OXMMG-00000608,"IDR 1,350,000,000"
739,DIJUAL CEPAT RUMAH BAGUS HITUNG TANAH RU...,rungkut asri,PPP Number : OXMMG-00000599,"IDR 1,450,000,000"
740,DIJUAL RUMAH RUNGKUT ASRI TENGAH,Rungkut Asri Tengah,PPP Number : OXMTP-00008189,"IDR 1,500,000,000"
741,JUAL RUMAH TENGGAH KOTA HARGA DI BW 1M,Brongalan sawah,PPP Number : OXMDP-00000552,"IDR 570,000,000"
742,DIJUAL CEPAT RUMAH MINIMALIS FULL FURNIS...,bumi marina mas,PPP Number : OXMMG-00000593,"IDR 1,500,000,000"
743,DIJUAL CEPAT RUMAH WISATA SEMANGGI MANGR...,wisata semanggi mangrove,PPP Number : OXMMG-00000592,"IDR 950,000,000"
744,"DIJUAL RUMAH G1,5 LANTAI GUNUNG SARI IND...",GUNUNG SARI INDAH J-20,PPP Number : OXMTJ-00000487,"IDR 1,400,000,000"
745,"RUMAH STRATEGIS 1,5 LANTAI DI GUNUNG SAR...",GUNUNG SARI INDAH J-20,PPP Number : OXMTJ-00000486,"IDR 1,400,000,000"
746,RUMAH MINIMALIS SURABAYA,Sukolilo sejahtera,PPP Number : OXMTP-00008188,"IDR 1,100,000,000"
747,DIJUAL CEPAT RUMAH BAGUS BRONGGALAN SURA...,bronggalan,PPP Number : OXMMG-00000569,"IDR 1,290,000,000"
748,DIJUAL CEPAT RUMAH BARU LEBAK TIMUR SURA...,Lebak timur,PPP Number : OXMMG-00000563,"IDR 850,000,000"
749,DIJUAL RUMAH BARU GRESS BARUK TIMUR SURA...,Baruk Timur,PPP Number : OXMMG-00000560,"IDR 1,200,000,000"
750,DIJUAL RUMAH DI GUNUNG SARI,GUNUNG SARI INDAH J-20,PPP Number : OXMTJ-00000483,"IDR 1,400,000,000"
751,DIJUAL RUMAH DI GUNUNG SARI,GUNUNG SARI INDAH J-20,PPP Number : OXMTJ-00000482,"IDR 1,400,000,000"
752,DIJUAL CEPAT RUMAH BARU KARANG EMPAT ROW...,karang empat,PPP Number : OXMMG-00000552,"IDR 1,300,000,000"
753,RUMAH CANTIK KALIKEPITING SURABAYA 2 LAN...,jl. Kalikepiting,PPP Number : FSXMRW-00000010,"IDR 1,500,000,000"
754,DIJUAL  RUMAH BARU MEDAYU UTARA RUNGKUT,Medayu Utara,PPP Number : OXMMG-00000529,"IDR 695,000,000"
755,DIJUAL CEPAT RUMAH TERAWAT DIAN REGENCY,Dian Regency,PPP Number : OXMMG-00000527,"IDR 1,300,000,000"
756,DIJUAL RUMAH BARU GRESS SIAP HUNI DI RUN...,rungkut asri utara,PPP Number : OXMHV-00000615,"IDR 1,400,000,000"
757,DIJUAL CEPAT RUMAH TAMAN PONDOK INDAH WI...,TPI Wiyung,PPP Number : OXMMG-00000514,"IDR 1,200,000,000"
758,DIJUAL CEPAT RUMAH TERAWAT BABATAN MUKTI...,griya babatan mukti xvi,PPP Number : OXMMG-00000513,"IDR 1,500,000,000"
759,DIJUAL CEPAT RUMAH TERAWAT BABATAN INDAH...,babatan indah sby,PPP Number : OXMMG-00000510,"IDR 1,200,000,000"
760,DIJUAL CEPAT RUMAH THE RESIDENCE KARANGA...,Karangan jaya,PPP Number : OXMMG-00000507,"IDR 750,000,000"
761,DIJUAL CEPAT RUMAH STRATEGIS MANUKAN SUR...,Manukan,PPP Number : OXMMG-00000506,"IDR 950,000,000"
762,DIJUAL CEPAT RUMAH MURAH 3 LANTAI MANUKA...,Manukan,PPP Number : OXMMG-00000505,"IDR 900,000,000"
763,JUAL RUMAH KARANG ASEM,Karang Asem,PPP Number : OXMNC-00002324,"IDR 1,200,000,000"
